parameter_pairs,S2,S2_conf
sigma - f1,-1.3293004592170268e-05,5.0140782015292275e-05
sigma - K2,-1.7253726624470722e-05,4.656369450289588e-05
sigma - b2,-9.971447338652344e-06,5.0396894165401894e-05
sigma - a2,-1.4134046077656295e-05,5.1410812045884065e-05
sigma - d2,-1.2583324708702924e-05,5.0172364798102635e-05
sigma - e2,-1.3667745951758238e-05,5.264972658516192e-05
sigma - g2,-1.339863247431402e-05,5.002284654822065e-05
sigma - c3,-9.056894628711731e-08,5.185226180388176e-05
sigma - b3,-1.1615132776914006e-05,5.4669288298789424e-05
sigma - d4,-1.4743648697603545e-05,5.024783686444246e-05
sigma - c41,-1.4006757707872346e-05,5.0115759494187285e-05
sigma - c42,-1.2410185945538445e-05,5.034408860903975e-05
sigma - e5,1.9474137488928456e-05,7.376671155579601e-05
sigma - c51,-1.4431045703767313e-05,5.004329026452857e-05
sigma - c52,-2.61198772781579e-06,4.676445122804685e-05
sigma - K6,-1.4000516254099882e-05,5.011805225870547e-05
sigma - f6,-1.4011413468955749e-05,5.011418740146634e-05
sigma - b6,-1.3716302330522124e-05,5.038037642375149e-05
sigma - c6,-1.4386023473163586e-05,5.012070744230453e-05
sigma - K7,-1.4005631818003124e-05,5.010848971492004e-05
sigma - g7,-1.421807039486929e-05,5.009452480002037e-05
sigma - b7,-1.3764347274480371e-05,5.003832476406725e-05
sigma - c7,-1.4330296243615136e-05,4.9869394639169474e-05
f1 - K2,-5.7927468011823025e-05,0.00034993696313704453
f1 - b2,-0.00011577887444834791,0.0003497578129851321
f1 - a2,-7.402664351571255e-05,0.00033861519260563566
f1 - d2,-6.977767414358703e-05,0.0003394948632837999
f1 - e2,-6.367641780021796e-05,0.00033418787300811085
f1 - g2,-6.908467046260612e-05,0.00034104546857787713
f1 - c3,4.428790274596528e-06,0.0003387509101163168
f1 - b3,-5.615577966947005e-05,0.00033291161161785383
f1 - d4,-6.245256873267764e-05,0.0003396416050609711
f1 - c41,-6.45710276100856e-05,0.0003400985073744756
f1 - c42,-7.788979203735648e-05,0.00033782372825386315
f1 - e5,0.00014039125843323674,0.0004597639502405694
f1 - c51,-6.605508547219889e-05,0.00033983963985044176
f1 - c52,-6.307987086393019e-05,0.00032842233029562156
f1 - K6,-6.478212324859597e-05,0.0003401036260477477
f1 - f6,-6.471568475524115e-05,0.0003401168328374605
f1 - b6,-5.7846032307277365e-05,0.00033626199385992
f1 - c6,-6.0685386066079814e-05,0.0003398142667238819
f1 - K7,-6.446878396959988e-05,0.00034006107554814327
f1 - g7,-6.43773955590454e-05,0.0003400814953474616
f1 - b7,-6.344633030542086e-05,0.00033933569446536273
f1 - c7,-5.8407058689783724e-05,0.0003399344341772523
K2 - b2,-0.0018667651308389038,0.004468461689200019
K2 - a2,-0.0016251555287330709,0.004383348396231175
K2 - d2,-0.002373131668932582,0.0043290777612270915
K2 - e2,-0.002263257595632602,0.004269461391075557
K2 - g2,-0.002465966566881496,0.0043480357603729956
K2 - c3,-0.0009919839987882206,0.004522309658794066
K2 - b3,0.0014327870942518334,0.004733928222189074
K2 - d4,-0.0022854577024712113,0.004332763085315759
K2 - c41,-0.0023700376531554652,0.004329845083670432
K2 - c42,-0.0023259346879951764,0.004328356991326618
K2 - e5,0.03171526041649747,0.006670038007027133
K2 - c51,-0.002341147709505736,0.004328083035643514
K2 - c52,0.0003854269408137545,0.004165075839425833
K2 - K6,-0.002369845246238982,0.0043294393491857845
K2 - f6,-0.0023684761399109327,0.004330061970657038
K2 - b6,-0.002309140264529448,0.004317254422977546
K2 - c6,-0.002326209239545229,0.004312725076338874
K2 - K7,-0.0023731086774337047,0.004328745699152401
K2 - g7,-0.0023774470354626107,0.004328275399628223
K2 - b7,-0.002161567746982478,0.0043392950166775985
K2 - c7,-0.0024303864157471174,0.004329223370885436
b2 - a2,0.0008414550255225698,0.0021553974824959085
b2 - d2,-0.0010491524089164146,0.001984332289857168
b2 - e2,-0.0009792178994020607,0.002015459403191094
b2 - g2,-0.0010837051639220761,0.0019853873095682893
b2 - c3,-0.0009832420576919298,0.0021390253197396967
b2 - b3,-0.0008548232436506736,0.0019590034647232113
b2 - d4,-0.001149352439758581,0.001990030925968529
b2 - c41,-0.0010988162504665018,0.001975190537059972
b2 - c42,-0.0010494057522034716,0.0019721278110986654
b2 - e5,0.0032975755960606423,0.002823678802416179
b2 - c51,-0.0011055247035095636,0.0019773368107614546
b2 - c52,-0.0008897585588012874,0.002011623642517035
b2 - K6,-0.0010999363426395434,0.0019750235970438608
b2 - f6,-0.0010961327813702269,0.0019756013932912264
b2 - b6,-0.0010414779594494882,0.0019825618151675974
b2 - c6,-0.0011128259643599057,0.001978756852057068
b2 - K7,-0.001099257655257831,0.0019749050991983434
b2 - g7,-0.0011046605463711362,0.0019749182054106464
b2 - b7,-0.0010668215526791131,0.00197747432208273
b2 - c7,-0.0011307706202154585,0.0019555289730966746
a2 - d2,-0.0002776583874519097,0.002876663407647143
a2 - e2,-7.308096121319769e-05,0.002864811297097747
a2 - g2,-0.0002903627352230564,0.0028694080507992367
a2 - c3,0.0011616983892783067,0.0029165006512196965
a2 - b3,0.0014141820133091246,0.003039949486086336
a2 - d4,-0.00015323053465475934,0.002867132163904601
a2 - c41,-0.00025503527133043775,0.0028720674169923177
a2 - c42,-0.0002680557184933044,0.002888527058038661
a2 - e5,0.01430099557916048,0.004130346000646366
a2 - c51,-0.00021487064676790587,0.0028757071783371444
a2 - c52,0.00027504912451162267,0.002782653723192524
a2 - K6,-0.00025385837021755473,0.0028718096287648435
a2 - f6,-0.00025541436396232396,0.0028724401681853294
a2 - b6,-0.00021397029988823158,0.002870528253418567
a2 - c6,-0.0002565570791950442,0.0028754679291831805
a2 - K7,-0.000249815372155685,0.0028718162981864036
a2 - g7,-0.0002649799426027974,0.0028719304024866017
a2 - b7,-0.00021588721438370944,0.002844274701332978
a2 - c7,-0.00028284760992011417,0.0028852322688700215
d2 - e2,8.344861132278739e-05,0.0002673436298212718
d2 - g2,6.822765205658574e-05,0.0002552328353867987
d2 - c3,8.998501655857472e-05,0.0002903366093584872
d2 - b3,5.506697701677249e-05,0.0002985625550093042
d2 - d4,9.515152098410079e-05,0.00025475370414672897
d2 - c41,7.632322390325395e-05,0.000257602095193876
d2 - c42,8.732420619056666e-05,0.000259824388133254
d2 - e5,4.067063034590701e-05,0.0003584821784000685
d2 - c51,7.723380791046479e-05,0.0002577164531291059
d2 - c52,-4.056323903432746e-05,0.0002769637408969305
d2 - K6,7.626555535807748e-05,0.00025759590584066377
d2 - f6,7.630694664640949e-05,0.00025760945421560367
d2 - b6,7.302609016216516e-05,0.0002571950959682785
d2 - c6,7.885564302733e-05,0.00025848524796601965
d2 - K7,7.607261105891363e-05,0.0002576385925826433
d2 - g7,7.587458734795203e-05,0.0002577286598004198
d2 - b7,7.507563543043895e-05,0.0002581130667970183
d2 - c7,7.45205282888177e-05,0.0002576469489348511
e2 - g2,-0.0003627975686924468,0.0014092264558894026
e2 - c3,-0.0003206464237376916,0.0013989420150871677
e2 - b3,0.00011931723497631691,0.001576273491411888
e2 - d4,-0.0003502046639333521,0.0014111940177927373
e2 - c41,-0.00036360408215293746,0.0014138298166304706
e2 - c42,-0.0003409778231198898,0.0014158437592577838
e2 - e5,0.003648612967395659,0.0023029640052329554
e2 - c51,-0.00035607129067648615,0.0014089068545648311
e2 - c52,-0.0006011062483713275,0.00143305603787159
e2 - K6,-0.0003637461633539411,0.0014138605105197255
e2 - f6,-0.00036349154796534255,0.001413864939744015
e2 - b6,-0.0003662379653339568,0.0014271935901674902
e2 - c6,-0.0003638953790110008,0.0014187928608567102
e2 - K7,-0.00036436049454351507,0.0014139089630683984
e2 - g7,-0.0003635313990563836,0.0014137825820785045
e2 - b7,-0.0003614773880028146,0.001408106386089789
e2 - c7,-0.00033791640139655077,0.0014066974363759939
g2 - c3,-1.4162546791735009e-05,0.0003999429153847006
g2 - b3,-6.63463919269025e-07,0.00041087995440657575
g2 - d4,-3.221492486235932e-05,0.0004064330248074589
g2 - c41,-3.331591155373679e-05,0.0004053226908490191
g2 - c42,-2.3435311209476878e-05,0.0004068842954417252
g2 - e5,0.00036293731804437623,0.0005825625348355977
g2 - c51,-3.4973332402306464e-05,0.00040555718382054155
g2 - c52,-1.2443286625127281e-05,0.00038999783808080804
g2 - K6,-3.3255450497574824e-05,0.00040530861821511544
g2 - f6,-3.3333824335467034e-05,0.0004053117218341858
g2 - b6,-4.4178491253736295e-05,0.0004055645399543058
g2 - c6,-1.7091717863184657e-05,0.00040305896356326317
g2 - K7,-3.3181521767634e-05,0.00040524089370051725
g2 - g7,-3.4326751202413604e-05,0.0004054425269815993
g2 - b7,3.3085206585019815e-05,0.00040191451434001135
g2 - c7,-1.4128735239466834e-05,0.0004050186611684058
c3 - b3,0.003953611844515738,0.00551579689746194
c3 - d4,-0.0002472640489062795,0.005453521844780025
c3 - c41,-0.0001161605547577366,0.0054556740683049795
c3 - c42,-0.00017733125941213343,0.005426173862454197
c3 - e5,0.07430189605973331,0.008433317359804527
c3 - c51,-9.896505522263357e-05,0.005442760335728816
c3 - c52,0.0046266610571125966,0.005267226261392985
c3 - K6,-0.00011516131473487194,0.005455486178561268
c3 - f6,-0.0001140854004595208,0.00545587926260663
c3 - b6,-0.0001102903620380515,0.005471147241140009
c3 - c6,-0.00019254746713323126,0.005451283205839483
c3 - K7,-0.00011181798929235629,0.005456027800260043
c3 - g7,-0.00012217506642940674,0.005457698078844744
c3 - b7,-0.0003879822062074899,0.0054491894255624665
c3 - c7,-0.0003348949100079745,0.005445403848104062
b3 - d4,-0.0016476001877629369,0.004782320324581223
b3 - c41,-0.0017775804277394764,0.004758422257163528
b3 - c42,-0.0017874909923019516,0.004745219881139705
b3 - e5,0.04656486201795268,0.00675404891573453
b3 - c51,-0.0018029077901073076,0.004751105288600219
b3 - c52,0.0010003639554169719,0.0047622549684027985
b3 - K6,-0.001774417438777736,0.0047589620510596715
b3 - f6,-0.0017790114986514795,0.004759226849239792
b3 - b6,-0.0017830823937491776,0.004781064205534992
b3 - c6,-0.0017256072998183916,0.004765517585704871
b3 - K7,-0.0017787689248258268,0.004757928279527202
b3 - g7,-0.0017617920975267496,0.004758718182518458
b3 - b7,-0.0015951636203022917,0.004758191020225185
b3 - c7,-0.0019244552691087343,0.00474860940726645
d4 - c41,0.00015956669594907607,0.0004502178302071478
d4 - c42,0.00019653602537037383,0.00044860303548752205
d4 - e5,0.0005188312349813651,0.0005634896897488975
d4 - c51,0.0001564441884914933,0.0004493656733013918
d4 - c52,0.0002986547760428365,0.0003954276793817137
d4 - K6,0.0001596015660339424,0.0004502576043719096
d4 - f6,0.0001596513802714586,0.00045016677783533607
d4 - b6,0.00015286533527296862,0.00044955114453218827
d4 - c6,0.00015786230527191703,0.0004492710637370006
d4 - K7,0.00015963896166026038,0.0004501221003912607
d4 - g7,0.00015949947715424134,0.00045011798120663275
d4 - b7,0.0001499470317983263,0.0004452455272164685
d4 - c7,0.00015321208700748063,0.00044875823243762747
c41 - c42,5.476261305627689e-07,2.8968272284984273e-06
c41 - e5,6.558523934496741e-07,3.6389979667599735e-06
c41 - c51,5.326993331773602e-07,2.9046451329009783e-06
c41 - c52,1.1320852167095996e-06,2.8749195792529695e-06
c41 - K6,5.187245873534971e-07,2.8987595453553072e-06
c41 - f6,5.176373898322112e-07,2.899180383184213e-06
c41 - b6,6.01964567652479e-07,2.894684009386793e-06
c41 - c6,5.231461259525737e-07,2.8946334000999484e-06
c41 - K7,5.161683356848433e-07,2.8986739257454128e-06
c41 - g7,5.192937024910687e-07,2.8995789359226426e-06
c41 - b7,5.402318100094117e-07,2.896409891937395e-06
c41 - c7,5.255005918410567e-07,2.8921777594539935e-06
c42 - e5,0.0005656954700117844,0.0007409204357154998
c42 - c51,0.0003746158598462043,0.00046664553438304125
c42 - c52,0.0003486081439801475,0.0004552568550211222
c42 - K6,0.0003737836321659394,0.00046702645574382657
c42 - f6,0.0003736509875533163,0.0004669881709438679
c42 - b6,0.00038173035159752415,0.00046725516204171145
c42 - c6,0.0003718378193098733,0.0004673011254504988
c42 - K7,0.0003733013027797434,0.00046693336082585037
c42 - g7,0.00037453671971328487,0.0004669687895358998
c42 - b7,0.00037552240153221285,0.0004676193156640747
c42 - c7,0.00038107491708432907,0.00046701093727746556
e5 - c51,0.003172269654081119,0.011960716039518711
e5 - c52,0.0706713279247167,0.012006254111224343
e5 - K6,0.0031544268283128308,0.011935761444333264
e5 - f6,0.003149391688173539,0.011935665741130608
e5 - b6,0.003375731070945645,0.011956722835026965
e5 - c6,0.003407723039745838,0.011880739418698274
e5 - K7,0.003169422380104384,0.01193885692474021
e5 - g7,0.003148805268273213,0.011936214779821543
e5 - b7,0.003044793203459629,0.011928287121195487
e5 - c7,0.003775734208778386,0.011955368475798981
c51 - c52,-4.903552343933637e-05,0.00023159225631669636
c51 - K6,-5.518335202722923e-05,0.0002073536027762215
c51 - f6,-5.535726463548329e-05,0.0002074076037368891
c51 - b6,-5.916679030124367e-05,0.0002065952043789737
c51 - c6,-5.5364264296940406e-05,0.00020716419434220828
c51 - K7,-5.510499933628203e-05,0.00020733563205367134
c51 - g7,-5.531303689040766e-05,0.00020748907709482666
c51 - b7,-5.9708992210983654e-05,0.00020644002993796414
c51 - c7,-5.5989219412327156e-05,0.00020723818429400944
c52 - K6,0.0002264827117162353,0.005395349141446297
c52 - f6,0.0002276274697336546,0.00539518897099143
c52 - b6,0.00035026361992893085,0.005399931443569971
c52 - c6,0.00026388915142558855,0.005411839582478154
c52 - K7,0.00022349212633981954,0.0053954459477716
c52 - g7,0.00021840261659705667,0.005394993485908119
c52 - b7,0.00041411479267206073,0.005391277567437148
c52 - c7,0.00018798792188370832,0.005383664859299692
K6 - f6,3.108185123755794e-06,7.3374375903756325e-06
K6 - b6,3.078694883282019e-06,7.294430064832537e-06
K6 - c6,3.0733064486731214e-06,7.341317260415501e-06
K6 - K7,3.104616731514213e-06,7.336350908956927e-06
K6 - g7,3.10894595024701e-06,7.336120011041352e-06
K6 - b7,2.786025869321642e-06,7.255343310870638e-06
K6 - c7,3.050347426700317e-06,7.297460828247725e-06
f6 - b6,-3.271888322564924e-06,1.0141441198064004e-05
f6 - c6,-3.4075429318404667e-06,1.0156331595714329e-05
f6 - K7,-3.267103042799002e-06,1.014727320091688e-05
f6 - g7,-3.2952473495608924e-06,1.0142460670158821e-05
f6 - b7,-3.1170159972902344e-06,1.020227739429896e-05
f6 - c7,-3.0445242319107228e-06,1.0175415688708749e-05
b6 - c6,6.590977506094699e-05,0.0004267671866279971
b6 - K7,5.544004550256588e-05,0.000427458755785986
b6 - g7,5.481411778906911e-05,0.0004276598783111252
b6 - b7,4.559690313007839e-05,0.0004248386138888802
b6 - c7,5.275415562411838e-05,0.000430064159666864
c6 - K7,-9.450668128371752e-05,0.0003152021537503193
c6 - g7,-9.419480696503237e-05,0.00031515743718502553
c6 - b7,-9.910613709418232e-05,0.0003117899060207143
c6 - c7,-9.17416016094181e-05,0.00031392341619637676
K7 - g7,-2.911923998028457e-07,1.8144538478799484e-05
K7 - b7,5.859367175104651e-08,1.8116220122226142e-05
K7 - c7,-6.210093402958568e-07,1.8165228454795405e-05
g7 - b7,-3.175743607695836e-05,4.005065510439542e-05
g7 - c7,-3.24920142089587e-05,4.018978661097919e-05
b7 - c7,-0.0003261543409821242,0.0005520487033964774
